Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Structural Adherence,Adaptive Fluidity,Interpersonal Influence,Execution Velocity,Psychological Resilience,Job Hopping
963,Michael Hall,"Python, NLP, Pytorch, TensorFlow",5,B.Sc,Deep Learning Specialization,AI Researcher,Hire,48234,9,100,3,4,2,3,3,Low
964,Mary Vasquez,"TensorFlow, NLP",6,PhD,AWS Certified,AI Researcher,Hire,64951,8,98,4,4,2,4,3,Medium
965,Jason Jackson,"Cybersecurity, Linux, Ethical Hacking",2,PhD,,Cybersecurity Analyst,Hire,51721,10,83,3,4,4,2,2,Low
966,Elizabeth Stevenson,"SQL, Machine Learning, Deep Learning",8,M.Tech,,Data Scientist,Hire,61880,8,100,4,3,3,3,3,Low
967,Courtney Black,"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,,Cybersecurity Analyst,Hire,56426,1,83,2,3,3,3,2,Low
968,Adriana Johnson,"Deep Learning, Python, Machine Learning, SQL",6,B.Sc,AWS Certified,Data Scientist,Hire,50340,0,90,5,3,2,1,4,Medium
969,Ashley Rice,"Pytorch, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,Hire,99429,9,65,3,3,1,5,3,Low
970,Mark Hughes,"Python, Machine Learning, SQL",9,PhD,Google ML,Data Scientist,Hire,104274,10,96,2,4,3,4,4,High
971,Chloe Blake,"C++, React, SQL",0,MBA,,Software Engineer,Reject,45815,7,52,3,4,1,3,5,Medium
972,Jennifer Morris,"C++, SQL",8,B.Sc,Google ML,Software Engineer,Hire,112514,8,100,2,1,3,2,3,Low
973,Samuel Bright,"NLP, Python, Pytorch, TensorFlow",3,MBA,AWS Certified,AI Researcher,Hire,68738,6,86,4,4,2,3,2,Medium
974,Christopher Fernandez,"C++, Java, SQL",6,MBA,AWS Certified,Software Engineer,Hire,40595,1,86,2,3,5,3,1,Low
975,Vanessa Hampton,"TensorFlow, Pytorch, NLP, Python",1,B.Tech,AWS Certified,AI Researcher,Reject,86353,2,42,3,3,4,3,2,High
976,Erin Wells,"Cybersecurity, Linux, Ethical Hacking, Networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,95709,8,98,1,3,3,3,2,Low
977,Louis Spencer,"Python, NLP",3,B.Sc,,AI Researcher,Hire,95270,7,77,3,4,4,4,4,Low
978,Sherry White,"React, C++, SQL, Java",7,M.Tech,Google ML,Software Engineer,Hire,67871,10,100,1,4,2,4,3,Low
979,Hunter Higgins,"SQL, Deep Learning, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,89128,0,100,1,2,4,4,3,Low
980,Pamela Santos,"TensorFlow, NLP, Python",9,MBA,Google ML,AI Researcher,Hire,57419,7,90,4,3,3,2,1,High
981,Juan Le,"Python, SQL, Machine Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,71142,4,73,4,2,3,4,2,Low
982,Dakota Clark,"NLP, Python",10,PhD,Google ML,AI Researcher,Hire,100218,10,100,3,2,4,5,4,Medium
983,Kristin Ferguson,"SQL, C++, Java",6,MBA,,Software Engineer,Hire,49261,1,80,2,2,4,5,3,Low
984,Lisa Williamson,"Pytorch, NLP, Python, TensorFlow",1,M.Tech,Google ML,AI Researcher,Hire,94795,7,69,3,4,3,2,3,High
985,Nicholas Wheeler,"SQL, Deep Learning",0,PhD,Deep Learning Specialization,Data Scientist,Reject,118976,8,62,3,4,1,3,4,Low
986,Sean Jones,"React, SQL, Java",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,57933,3,100,2,4,2,1,5,Low
987,Carolyn Little,"SQL, Deep Learning, Machine Learning",1,MBA,,Data Scientist,Hire,44099,8,65,5,4,3,4,3,Low
988,Anna Perez,"Pytorch, TensorFlow, NLP",2,M.Tech,Google ML,AI Researcher,Hire,76264,4,63,4,4,3,2,3,Medium
989,Christina Ball,"Python, NLP",5,B.Sc,Google ML,AI Researcher,Hire,54525,8,100,3,2,2,5,3,Low
990,Tracy Jennings,"Networking, Cybersecurity, Ethical Hacking, Linux",9,MBA,AWS Certified,Cybersecurity Analyst,Hire,45660,9,100,3,3,5,2,5,Low
991,Jennifer Martinez,"React, C++, Java, SQL",5,M.Tech,Google ML,Software Engineer,Hire,106646,4,96,3,4,5,1,1,Low
992,Jacob Davis,"Networking, Ethical Hacking, Linux, Cybersecurity",3,PhD,Google ML,Cybersecurity Analyst,Hire,115708,9,100,1,4,4,3,4,Medium
993,Michael Dodson,"React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,50166,10,100,3,4,3,1,3,Low
994,Tina Booth,"Cybersecurity, Ethical Hacking, Linux, Networking",1,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,60494,0,42,2,4,3,4,4,Low
995,Brian Hawkins,"React, Java",4,PhD,Google ML,Software Engineer,Hire,51742,6,88,2,3,2,1,2,Low
996,Brenda Williams,"Cybersecurity, Linux, Ethical Hacking",0,B.Sc,,Cybersecurity Analyst,Reject,114364,9,58,3,4,3,3,3,Medium
997,Colleen Hicks,"Deep Learning, Machine Learning",0,MBA,Deep Learning Specialization,Data Scientist,Reject,103294,5,41,5,3,3,1,4,High
998,Michelle Molina,"TensorFlow, NLP",0,B.Tech,Google ML,AI Researcher,Hire,113855,9,69,4,2,2,3,5,Low
999,Danielle Horn,"Linux, Networking, Cybersecurity, Ethical Hacking",8,PhD,AWS Certified,Cybersecurity Analyst,Hire,83146,10,100,2,3,3,5,4,Low
1000,Chad Collins,"SQL, Machine Learning, Python, Deep Learning",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,119474,3,98,4,2,3,3,2,Low
